graph_id,src_id,dst_id,label,train_mask,val_mask,test_mask
0,145,24,0,True,False,False
0,24,145,0,True,False,False
0,114,24,0,True,False,False
0,24,114,0,True,False,False
0,55,50,0,True,False,False
0,50,55,0,True,False,False
0,91,55,0,True,False,False
0,55,91,0,True,False,False
0,55,120,0,True,False,False
0,120,55,0,True,False,False
0,55,34,0,True,False,False
0,34,55,0,True,False,False
0,55,69,0,True,False,False
0,69,55,0,True,False,False
0,55,41,0,True,False,False
0,41,55,0,True,False,False
0,55,124,0,True,False,False
0,124,55,0,True,False,False
0,55,53,0,True,False,False
0,53,55,0,True,False,False
0,55,54,0,True,False,False
0,54,55,0,True,False,False
0,55,136,0,True,False,False
0,136,55,0,True,False,False
0,89,55,0,True,False,False
0,55,89,0,True,False,False
0,55,45,0,True,False,False
0,45,55,0,True,False,False
0,98,55,0,True,False,False
0,55,98,0,True,False,False
0,55,14,0,True,False,False
0,14,55,0,True,False,False
0,55,145,0,True,False,False
0,145,55,0,True,False,False
0,55,36,0,True,False,False
0,36,55,0,True,False,False
0,55,84,0,True,False,False
0,84,55,0,True,False,False
0,55,31,0,True,False,False
0,31,55,0,True,False,False
0,55,128,0,True,False,False
0,128,55,0,True,False,False
0,55,67,0,True,False,False
0,67,55,0,True,False,False
0,55,62,0,True,False,False
0,62,55,0,True,False,False
0,91,119,0,True,False,False
0,119,91,0,True,False,False
0,76,119,0,True,False,False
0,119,76,0,True,False,False
0,142,119,0,True,False,False
0,119,142,0,True,False,False
0,119,17,0,True,False,False
0,17,119,0,True,False,False
0,119,106,0,True,False,False
0,106,119,0,True,False,False
0,89,91,0,True,False,False
0,91,89,0,True,False,False
0,89,98,0,True,False,False
0,98,89,0,True,False,False
0,132,89,0,True,False,False
0,89,132,0,True,False,False
0,29,37,0,True,False,False
0,37,29,0,True,False,False
0,37,90,0,True,False,False
0,90,37,0,True,False,False
0,37,99,0,True,False,False
0,99,37,0,True,False,False
0,120,36,0,True,False,False
0,36,120,0,True,False,False
0,36,34,0,True,False,False
0,34,36,0,True,False,False
0,36,136,0,True,False,False
0,136,36,0,True,False,False
0,36,61,0,True,False,False
0,61,36,0,True,False,False
0,29,98,0,True,False,False
0,98,29,0,True,False,False
0,98,124,0,True,False,False
0,124,98,0,True,False,False
0,98,90,0,True,False,False
0,90,98,0,True,False,False
0,50,102,0,True,False,False
0,102,50,0,True,False,False
0,50,53,0,True,False,False
0,53,50,0,True,False,False
0,91,76,0,True,False,False
0,76,91,0,True,False,False
0,41,76,0,True,False,False
0,76,41,0,True,False,False
0,124,76,0,True,False,False
0,76,124,0,True,False,False
0,76,17,0,True,False,False
0,17,76,0,True,False,False
0,76,93,0,True,False,False
0,93,76,0,True,False,False
0,76,145,0,True,False,False
0,145,76,0,True,False,False
0,121,91,0,True,False,False
0,91,121,0,True,False,False
0,121,142,0,True,False,False
0,142,121,0,True,False,False
0,53,136,0,True,False,False
0,136,53,0,True,False,False
0,53,115,0,True,False,False
0,115,53,0,True,False,False
0,53,128,0,True,False,False
0,128,53,0,True,False,False
0,84,30,0,True,False,False
0,30,84,0,True,False,False
0,69,84,0,True,False,False
0,84,69,0,True,False,False
0,14,84,0,True,False,False
0,84,14,0,True,False,False
0,67,84,0,True,False,False
0,84,67,0,True,False,False
0,145,78,0,True,False,False
0,78,145,0,True,False,False
0,145,69,0,True,False,False
0,69,145,0,True,False,False
0,145,80,0,True,False,False
0,80,145,0,True,False,False
0,41,145,0,True,False,False
0,145,41,0,True,False,False
0,124,145,0,True,False,False
0,145,124,0,True,False,False
0,145,17,0,True,False,False
0,17,145,0,True,False,False
0,145,18,0,True,False,False
0,18,145,0,True,False,False
0,145,114,0,True,False,False
0,114,145,0,True,False,False
0,145,106,0,True,False,False
0,106,145,0,True,False,False
0,145,67,0,True,False,False
0,67,145,0,True,False,False
0,91,41,0,True,False,False
0,41,91,0,True,False,False
0,124,41,0,True,False,False
0,41,124,0,True,False,False
0,41,31,0,True,False,False
0,31,41,0,True,False,False
0,124,67,0,True,False,False
0,67,124,0,True,False,False
0,67,114,0,True,False,False
0,114,67,0,True,False,False
0,136,105,0,True,False,False
0,105,136,0,True,False,False
0,136,10,0,True,False,False
0,10,136,0,True,False,False
0,136,129,0,True,False,False
0,129,136,0,True,False,False
0,54,136,0,True,False,False
0,136,54,0,True,False,False
0,136,110,0,True,False,False
0,110,136,0,True,False,False
0,136,61,0,True,False,False
0,61,136,0,True,False,False
0,136,13,0,True,False,False
0,13,136,0,True,False,False
0,136,100,0,True,False,False
0,100,136,0,True,False,False
0,136,115,0,True,False,False
0,115,136,0,True,False,False
0,136,108,0,True,False,False
0,108,136,0,True,False,False
0,93,66,0,True,False,False
0,66,93,0,True,False,False
0,69,93,0,True,False,False
0,93,69,0,True,False,False
0,93,87,0,True,False,False
0,87,93,0,True,False,False
0,31,93,0,True,False,False
0,93,31,0,True,False,False
0,65,105,0,True,False,False
0,105,65,0,True,False,False
0,65,71,0,True,False,False
0,71,65,0,True,False,False
0,90,65,0,True,False,False
0,65,90,0,True,False,False
0,65,101,0,True,False,False
0,101,65,0,True,False,False
0,99,65,0,True,False,False
0,65,99,0,True,False,False
0,65,42,0,True,False,False
0,42,65,0,True,False,False
0,78,138,0,True,False,False
0,138,78,0,True,False,False
0,106,78,0,True,False,False
0,78,106,0,True,False,False
0,80,117,0,True,False,False
0,117,80,0,True,False,False
0,80,18,0,True,False,False
0,18,80,0,True,False,False
0,18,144,0,True,False,False
0,144,18,0,True,False,False
0,120,82,0,True,False,False
0,82,120,0,True,False,False
0,82,51,0,True,False,False
0,51,82,0,True,False,False
0,54,82,0,True,False,False
0,82,54,0,True,False,False
0,82,61,0,True,False,False
0,61,82,0,True,False,False
0,128,54,0,True,False,False
0,54,128,0,True,False,False
0,128,135,0,True,False,False
0,135,128,0,True,False,False
0,62,66,0,True,False,False
0,66,62,0,True,False,False
0,62,9,0,True,False,False
0,9,62,0,True,False,False
0,62,69,0,True,False,False
0,69,62,0,True,False,False
0,45,62,0,True,False,False
0,62,45,0,True,False,False
0,62,111,0,True,False,False
0,111,62,0,True,False,False
0,62,28,0,True,False,False
0,28,62,0,True,False,False
0,14,62,0,True,False,False
0,62,14,0,True,False,False
0,62,7,0,True,False,False
0,7,62,0,True,False,False
0,62,60,0,True,False,False
0,60,62,0,True,False,False
0,62,123,0,True,False,False
0,123,62,0,True,False,False
0,62,141,0,True,False,False
0,141,62,0,True,False,False
0,45,66,0,True,False,False
0,66,45,0,True,False,False
0,45,31,0,True,False,False
0,31,45,0,True,False,False
0,120,54,0,True,False,False
0,54,120,0,True,False,False
0,142,47,0,True,False,False
0,47,142,0,True,False,False
0,75,23,0,True,False,False
0,23,75,0,True,False,False
0,75,71,0,True,False,False
0,71,75,0,True,False,False
0,124,75,0,True,False,False
0,75,124,0,True,False,False
0,90,75,0,True,False,False
0,75,90,0,True,False,False
0,75,56,0,True,False,False
0,56,75,0,True,False,False
0,66,9,0,True,False,False
0,9,66,0,True,False,False
0,31,69,0,True,False,False
0,69,31,0,True,False,False
0,54,105,0,True,False,False
0,105,54,0,True,False,False
0,54,44,0,True,False,False
0,44,54,0,True,False,False
0,54,51,0,True,False,False
0,51,54,0,True,False,False
0,54,86,0,True,False,False
0,86,54,0,True,False,False
0,54,11,0,True,False,False
0,11,54,0,True,False,False
0,54,95,0,True,False,False
0,95,54,0,True,False,False
0,54,112,0,True,False,False
0,112,54,0,True,False,False
0,54,135,0,True,False,False
0,135,54,0,True,False,False
0,114,30,0,True,False,False
0,30,114,0,True,False,False
0,124,114,0,True,False,False
0,114,124,0,True,False,False
0,132,29,0,True,False,False
0,29,132,0,True,False,False
0,99,116,0,True,False,False
0,116,99,0,True,False,False
0,28,30,0,True,False,False
0,30,28,0,True,False,False
0,14,28,0,True,False,False
0,28,14,0,True,False,False
0,28,123,0,True,False,False
0,123,28,0,True,False,False
0,34,8,0,True,False,False
0,8,34,0,True,False,False
0,91,124,0,True,False,False
0,124,91,0,True,False,False
0,17,87,0,True,False,False
0,87,17,0,True,False,False
0,17,106,0,True,False,False
0,106,17,0,True,False,False
0,106,2,0,True,False,False
0,2,106,0,True,False,False
0,69,138,0,True,False,False
0,138,69,0,True,False,False
0,69,30,0,True,False,False
0,30,69,0,True,False,False
0,69,144,0,True,False,False
0,144,69,0,True,False,False
0,69,117,0,True,False,False
0,117,69,0,True,False,False
0,69,87,0,True,False,False
0,87,69,0,True,False,False
0,69,133,0,True,False,False
0,133,69,0,True,False,False
0,69,2,0,True,False,False
0,2,69,0,True,False,False
0,86,129,0,True,False,False
0,129,86,0,True,False,False
0,122,129,0,True,False,False
0,129,122,0,True,False,False
0,129,110,0,True,False,False
0,110,129,0,True,False,False
0,100,129,0,True,False,False
0,129,100,0,True,False,False
0,30,133,0,True,False,False
0,133,30,0,True,False,False
0,112,110,0,True,False,False
0,110,112,0,True,False,False
0,74,110,0,True,False,False
0,110,74,0,True,False,False
0,115,110,0,True,False,False
0,110,115,0,True,False,False
0,123,133,0,True,False,False
0,133,123,0,True,False,False
0,123,60,0,True,False,False
0,60,123,0,True,False,False
0,60,117,0,True,False,False
0,117,60,0,True,False,False
0,60,7,0,True,False,False
0,7,60,0,True,False,False
0,122,74,0,True,False,False
0,74,122,0,True,False,False
0,102,74,0,True,False,False
0,74,102,0,True,False,False
0,11,105,0,True,False,False
0,105,11,0,True,False,False
0,11,44,0,True,False,False
0,44,11,0,True,False,False
0,11,10,0,True,False,False
0,10,11,0,True,False,False
0,102,115,0,True,False,False
0,115,102,0,True,False,False
0,115,135,0,True,False,False
0,135,115,0,True,False,False
0,117,144,0,True,False,False
0,144,117,0,True,False,False
0,133,117,0,True,False,False
0,117,133,0,True,False,False
0,44,51,0,True,False,False
0,51,44,0,True,False,False
0,51,108,0,True,False,False
0,108,51,0,True,False,False
0,116,42,0,True,False,False
0,42,116,0,True,False,False
0,116,107,0,True,False,False
0,107,116,0,True,False,False
0,111,138,0,True,False,False
0,138,111,0,True,False,False
0,111,141,0,True,False,False
0,141,111,0,True,False,False
0,8,97,0,True,False,False
0,97,8,0,True,False,False
0,97,33,0,True,False,False
0,33,97,0,True,False,False
0,97,108,0,True,False,False
0,108,97,0,True,False,False
0,23,70,0,True,False,False
0,70,23,0,True,False,False
0,23,43,0,True,False,False
0,43,23,0,True,False,False
0,138,2,0,True,False,False
0,2,138,0,True,False,False
0,2,87,0,True,False,False
0,87,2,0,True,False,False
0,141,2,0,True,False,False
0,2,141,0,True,False,False
0,105,137,0,True,False,False
0,137,105,0,True,False,False
0,105,109,0,True,False,False
0,109,105,0,True,False,False
0,105,64,0,True,False,False
0,64,105,0,True,False,False
0,105,92,0,True,False,False
0,92,105,0,True,False,False
0,105,94,0,True,False,False
0,94,105,0,True,False,False
0,105,10,0,True,False,False
0,10,105,0,True,False,False
0,105,71,0,True,False,False
0,71,105,0,True,False,False
0,105,26,0,True,False,False
0,26,105,0,True,False,False
0,105,95,0,True,False,False
0,95,105,0,True,False,False
0,105,113,0,True,False,False
0,113,105,0,True,False,False
0,105,0,0,True,False,False
0,0,105,0,True,False,False
0,105,68,0,True,False,False
0,68,105,0,True,False,False
0,105,49,0,True,False,False
0,49,105,0,True,False,False
0,105,20,0,True,False,False
0,20,105,0,True,False,False
0,105,12,0,True,False,False
0,12,105,0,True,False,False
0,105,6,0,True,False,False
0,6,105,0,True,False,False
0,105,100,0,True,False,False
0,100,105,0,True,False,False
0,105,4,0,True,False,False
0,4,105,0,True,False,False
0,105,42,0,True,False,False
0,42,105,0,True,False,False
0,105,5,0,True,False,False
0,5,105,0,True,False,False
0,105,3,0,True,False,False
0,3,105,0,True,False,False
0,105,63,0,True,False,False
0,63,105,0,True,False,False
0,105,96,0,True,False,False
0,96,105,0,True,False,False
0,33,46,0,True,False,False
0,46,33,0,True,False,False
0,33,13,0,True,False,False
0,13,33,0,True,False,False
0,33,4,0,True,False,False
0,4,33,0,True,False,False
0,86,95,0,True,False,False
0,95,86,0,True,False,False
0,95,100,0,True,False,False
0,100,95,0,True,False,False
0,61,108,0,True,False,False
0,108,61,0,True,False,False
0,108,13,0,True,False,False
0,13,108,0,True,False,False
0,44,13,0,True,False,False
0,13,44,0,True,False,False
0,13,10,0,True,False,False
0,10,13,0,True,False,False
0,112,86,0,True,False,False
0,86,112,0,True,False,False
0,7,144,0,True,False,False
0,144,7,0,True,False,False
0,135,112,0,True,False,False
0,112,135,0,True,False,False
0,4,10,0,True,False,False
0,10,4,0,True,False,False
0,9,87,0,True,False,False
0,87,9,0,True,False,False
0,141,9,0,True,False,False
0,9,141,0,True,False,False
0,71,64,0,True,False,False
0,64,71,0,True,False,False
0,71,43,0,True,False,False
0,43,71,0,True,False,False
0,71,46,0,True,False,False
0,46,71,0,True,False,False
0,61,8,0,True,False,False
0,8,61,0,True,False,False
0,26,122,0,True,False,False
0,122,26,0,True,False,False
0,26,100,0,True,False,False
0,100,26,0,True,False,False
0,122,101,0,True,False,False
0,101,122,0,True,False,False
0,8,56,0,True,False,False
0,56,8,0,True,False,False
0,137,85,0,True,False,False
0,85,137,0,True,False,False
0,22,85,0,True,False,False
0,85,22,0,True,False,False
0,59,85,0,True,False,False
0,85,59,0,True,False,False
0,85,130,0,True,False,False
0,130,85,0,True,False,False
0,63,85,0,True,False,False
0,85,63,0,True,False,False
0,94,6,0,True,False,False
0,6,94,0,True,False,False
0,5,6,0,True,False,False
0,6,5,0,True,False,False
0,96,6,0,True,False,False
0,6,96,0,True,False,False
0,143,58,0,True,False,False
0,58,143,0,True,False,False
0,113,143,0,True,False,False
0,143,113,0,True,False,False
0,143,127,0,True,False,False
0,127,143,0,True,False,False
0,3,143,0,True,False,False
0,143,3,0,True,False,False
0,143,40,0,True,False,False
0,40,143,0,True,False,False
0,73,58,0,True,False,False
0,58,73,0,True,False,False
0,113,58,0,True,False,False
0,58,113,0,True,False,False
0,58,104,0,True,False,False
0,104,58,0,True,False,False
0,109,59,0,True,False,False
0,59,109,0,True,False,False
0,5,109,0,True,False,False
0,109,5,0,True,False,False
0,109,63,0,True,False,False
0,63,109,0,True,False,False
0,109,96,0,True,False,False
0,96,109,0,True,False,False
0,49,68,0,True,False,False
0,68,49,0,True,False,False
0,20,49,0,True,False,False
0,49,20,0,True,False,False
0,49,22,0,False,True,False
0,22,49,0,False,True,False
0,49,63,0,False,True,False
0,63,49,0,False,True,False
0,20,113,0,False,True,False
0,113,20,0,False,True,False
0,20,57,0,False,True,False
0,57,20,0,False,True,False
0,52,21,0,False,True,False
0,21,52,0,False,True,False
0,113,52,0,False,True,False
0,52,113,0,False,True,False
0,57,52,0,False,True,False
0,52,57,0,False,True,False
0,52,72,0,False,True,False
0,72,52,0,False,True,False
0,64,25,0,False,True,False
0,25,64,0,False,True,False
0,64,88,0,False,True,False
0,88,64,0,False,True,False
0,42,64,0,False,True,False
0,64,42,0,False,True,False
0,92,94,0,False,True,False
0,94,92,0,False,True,False
0,96,59,0,False,True,False
0,59,96,0,False,True,False
0,83,48,0,False,True,False
0,48,83,0,False,True,False
0,88,48,0,False,True,False
0,48,88,0,False,True,False
0,48,19,0,False,True,False
0,19,48,0,False,True,False
0,113,3,0,False,True,False
0,3,113,0,False,True,False
0,3,0,0,False,True,False
0,0,3,0,False,True,False
0,137,96,0,False,True,False
0,96,137,0,False,True,False
0,92,96,0,False,True,False
0,96,92,0,False,True,False
0,96,81,0,False,True,False
0,81,96,0,False,True,False
0,68,137,0,False,True,False
0,137,68,0,False,True,False
0,137,139,0,False,True,False
0,139,137,0,False,True,False
0,12,137,0,False,True,False
0,137,12,0,False,True,False
0,137,125,0,False,True,False
0,125,137,0,False,True,False
0,137,130,0,False,True,False
0,130,137,0,False,True,False
0,63,137,0,False,True,False
0,137,63,0,False,True,False
0,118,25,0,False,True,False
0,25,118,0,False,True,False
0,42,118,0,False,True,False
0,118,42,0,False,True,False
0,107,118,0,False,True,False
0,118,107,0,False,True,False
0,25,126,0,False,True,False
0,126,25,0,False,True,False
0,21,103,0,False,True,False
0,103,21,0,False,True,False
0,21,79,0,False,True,False
0,79,21,0,False,True,False
0,113,21,0,False,True,False
0,21,113,0,False,True,False
0,21,131,0,False,True,False
0,131,21,0,False,True,False
0,70,83,0,False,True,False
0,83,70,0,False,True,False
0,43,83,0,False,True,False
0,83,43,0,False,True,False
0,68,0,0,False,False,True
0,0,68,0,False,False,True
0,0,12,0,False,False,True
0,12,0,0,False,False,True
0,0,40,0,False,False,True
0,40,0,0,False,False,True
0,12,92,0,False,False,True
0,92,12,0,False,False,True
0,12,139,0,False,False,True
0,139,12,0,False,False,True
0,92,81,0,False,False,True
0,81,92,0,False,False,True
0,68,32,0,False,False,True
0,32,68,0,False,False,True
0,68,79,0,False,False,True
0,79,68,0,False,False,True
0,113,68,0,False,False,True
0,68,113,0,False,False,True
0,68,22,0,False,False,True
0,22,68,0,False,False,True
0,68,104,0,False,False,True
0,104,68,0,False,False,True
0,68,40,0,False,False,True
0,40,68,0,False,False,True
0,68,72,0,False,False,True
0,72,68,0,False,False,True
0,43,88,0,False,False,True
0,88,43,0,False,False,True
0,88,1,0,False,False,True
0,1,88,0,False,False,True
0,88,127,0,False,False,True
0,127,88,0,False,False,True
0,88,126,0,False,False,True
0,126,88,0,False,False,True
0,113,57,0,False,False,True
0,57,113,0,False,False,True
0,57,22,0,False,False,True
0,22,57,0,False,False,True
0,57,27,0,False,False,True
0,27,57,0,False,False,True
0,113,131,0,False,False,True
0,131,113,0,False,False,True
0,35,73,0,False,False,True
0,73,35,0,False,False,True
0,113,35,0,False,False,True
0,35,113,0,False,False,True
0,43,103,0,False,False,True
0,103,43,0,False,False,True
0,43,27,0,False,False,True
0,27,43,0,False,False,True
0,40,139,0,False,False,True
0,139,40,0,False,False,True
0,40,104,0,False,False,True
0,104,40,0,False,False,True
0,72,79,0,False,False,True
0,79,72,0,False,False,True
0,73,32,0,False,False,True
0,32,73,0,False,False,True
0,32,104,0,False,False,True
0,104,32,0,False,False,True
0,104,125,0,False,False,True
0,125,104,0,False,False,True
0,73,1,0,False,False,True
0,1,73,0,False,False,True
0,113,73,0,False,False,True
0,73,113,0,False,False,True
0,139,125,0,False,False,True
0,125,139,0,False,False,True
0,139,81,0,False,False,True
0,81,139,0,False,False,True
0,22,72,0,False,False,True
0,72,22,0,False,False,True
0,72,130,0,False,False,True
0,130,72,0,False,False,True
0,126,19,0,False,False,True
0,19,126,0,False,False,True
